run_num,seq_num,latitude,longitude,movingSpeed,compassDirection,mobility_mode,trajectory_direction,tower_id,actual_nr_ssRsrp,predicted_nr_ssRsrp,error
12,786.0,44.974769,-93.2594659,1.3274988,32,walking,ACW,13,-87.0,-124.60516,37.605164
12,787.0,44.97477775,-93.2594593,1.24967095,31,walking,ACW,13,-87.0,-100.81189,13.81189
12,788.0,44.9747834,-93.2594556,1.1630151000000002,31,walking,ACW,13,-87.0,-90.70902,3.7090225
12,789.0,44.97478815,-93.25945105,1.1770275,31,walking,ACW,13,-91.0,-87.97551,-3.0244904
12,790.0,44.9747982,-93.2594412,1.2264189,31,walking,ACW,13,-91.0,-98.82788,7.827881
12,791.0,44.9748062,-93.25943315,1.25272765,32,walking,ACW,13,-83.0,-96.75816,13.758163
12,792.0,44.97481415,-93.2594256,1.25995675,32,walking,ACW,13,-83.0,-89.47314,6.473137
12,793.0,44.97482465,-93.2594158,1.2512419,32,walking,ACW,13,-83.0,-92.78679,9.786789
12,794.0,44.9748345,-93.2594062,1.2023085,31,walking,ACW,13,-84.0,-97.780464,13.780464
12,795.0,44.9748441,-93.2593966,1.1467963,31,walking,ACW,13,-84.0,-93.941124,9.941124
12,796.0,44.974855,-93.2593864,1.161617,31,walking,ACW,13,-84.0,-96.82016,12.82016
12,797.0,44.9748602,-93.2593814,1.1640763,31,walking,ACW,13,-87.0,-95.51162,8.51162
12,798.0,44.9748717,-93.25937155,1.0616092,29,walking,ACW,13,-89.0,-97.115685,8.1156845
12,799.0,44.9748827,-93.2593621,1.0776436000000005,29,walking,ACW,13,-89.0,-98.66885,9.668854
12,800.0,44.97489005,-93.25935535,1.0799701000000002,29,walking,ACW,18,-140.0,-96.68966,-43.31034
13,651.0,44.9735157,-93.2604587,1.3787965,32,walking,ACW,24,-80.0,-81.77658,1.7765808
13,652.0,44.9735277,-93.2604511,1.3873491000000002,31,walking,ACW,24,-77.0,-82.5956,5.5955963
13,653.0,44.9735391,-93.2604421,1.3912784,32,walking,ACW,24,-82.0,-79.77118,-2.2288208
13,654.0,44.97354620000001,-93.2604361,1.3908081,33,walking,ACW,24,-82.0,-83.35102,1.3510208
13,655.0,44.9735594,-93.2604213,1.3989958999999998,35,walking,ACW,24,-82.0,-80.653404,-1.3465958
13,656.0,44.9735709,-93.2604086,1.4057038999999998,35,walking,ACW,24,-87.0,-82.15777,-4.8422318
13,657.0,44.9735827,-93.2603964,1.4081943,35,walking,ACW,24,-82.0,-88.27698,6.2769775
13,658.0,44.9735933,-93.2603844,1.3505133,35,walking,ACW,24,-84.0,-84.331375,0.33137512
13,659.0,44.9736018,-93.2603739,1.24128,36,walking,ACW,24,-84.0,-87.58395,3.5839462
13,660.0,44.9736099,-93.2603661,1.1491127,34,walking,ACW,24,-82.0,-85.926155,3.926155
13,661.0,44.9736176,-93.2603596,1.1061556,33,walking,ACW,24,-86.0,-84.11615,-1.8838501
13,662.0,44.9736261,-93.2603523,1.1147732,33,walking,ACW,24,-86.0,-88.21887,2.218872
13,663.0,44.973636600000006,-93.2603438,1.1644728000000002,32,walking,ACW,24,-86.0,-86.08661,0.08660889
13,664.0,44.9736439,-93.2603379,1.1985799,32,walking,ACW,24,-86.0,-87.78265,1.7826538
13,665.0,44.9736577,-93.2603258,1.293757,32,walking,ACW,24,-88.0,-88.7332,0.7332001
13,666.0,44.97367070000001,-93.2603148,1.3408313,31,walking,ACW,24,-88.0,-89.23096,1.230957
13,667.0,44.9736829,-93.2603057,1.351118,29,walking,ACW,24,-92.0,-90.079865,-1.9201355
13,668.0,44.9736954,-93.260297,1.3595481000000005,27,walking,ACW,24,-92.0,-93.22226,1.2222595
13,669.0,44.9737071,-93.2602875,1.3694197,28,walking,ACW,24,-95.0,-94.32881,-0.67118835
13,670.0,44.9737185,-93.260277,1.3740182,29,walking,ACW,24,-99.0,-98.72498,-0.27501678
13,671.0,44.9737294,-93.2602662,1.3691666,30,walking,ACW,24,-99.0,-104.463234,5.463234
13,672.0,44.9737401,-93.2602557,1.3705266,31,walking,ACW,24,-99.0,-106.26013,7.260132
13,673.0,44.9737511,-93.2602456,1.3770612,32,walking,ACW,24,-102.0,-110.51047,8.510468
13,674.0,44.9737583,-93.2602389,1.3791248,32,walking,ACW,24,-104.0,-115.91883,11.918831
13,675.0,44.9737735,-93.260224,1.3879315,30,walking,ACW,24,-99.0,-117.94696,18.94696
13,676.0,44.973786,-93.2602124,1.3891011,29,walking,ACW,24,-106.99999,-114.8891,7.8891068
13,677.0,44.9737987,-93.2602012,1.3934057,29,walking,ACW,24,-106.99999,-122.85452,15.85453
13,678.0,44.9738121,-93.2601919,1.3996278,29,walking,ACW,3,-140.0,-122.19624,-17.803757
13,679.0,44.9738265,-93.2601841,1.4073131,29,walking,ACW,3,-140.0,-141.01443,1.0144348
13,680.0,44.9738403,-93.260177,1.4081028999999998,29,walking,ACW,3,-140.0,-129.87654,-10.123459
13,681.0,44.9738542,-93.26017009999998,1.4038198999999998,27,walking,ACW,3,-140.0,-123.19183,-16.808167
13,682.0,44.9738667,-93.2601616,1.4024438,28,walking,ACW,3,-140.0,-118.82231,-21.177689
13,683.0,44.9738785,-93.2601513,1.4041879,30,walking,ACW,3,-89.0,-139.80373,50.803726
13,684.0,44.9738864,-93.260144,1.403618,31,walking,ACW,3,-93.0,-94.240295,1.2402954
13,685.0,44.9738995,-93.2601305,1.4079913,32,walking,ACW,3,-93.0,-88.34389,-4.6561127
13,686.0,44.9739112,-93.2601189,1.4182409,31,walking,ACW,3,-85.0,-97.38001,12.3800125
13,687.0,44.9739235,-93.2601079,1.4265062,30,walking,ACW,3,-85.0,-88.67553,3.6755295
13,688.0,44.9739362,-93.2600983,1.4253954,28,walking,ACW,3,-85.0,-90.90313,5.9031296
13,689.0,44.9739492,-93.260089,1.4182779,26,walking,ACW,3,-85.0,-85.67722,0.6772232
13,690.0,44.973961200000005,-93.2600788,1.4126072,27,walking,ACW,3,-85.0,-90.62535,5.625351
13,691.0,44.97397279999999,-93.2600681,1.4156346000000002,27,walking,ACW,3,-87.0,-88.54579,1.5457916
13,692.0,44.9739843,-93.2600588,1.4171681,26,walking,ACW,3,-87.0,-88.06355,1.0635529
13,693.0,44.9739963,-93.2600498,1.4201571000000002,24,walking,ACW,3,-89.0,-87.68311,-1.3168869
13,694.0,44.9740049,-93.2600437,1.4165466999999998,24,walking,ACW,3,-89.0,-89.30733,0.30732727
13,695.0,44.9740199,-93.2600332,1.4259278,24,walking,ACW,3,-89.0,-88.51369,-0.48631287
13,696.0,44.9740326,-93.2600242,1.4270328,25,walking,ACW,3,-87.0,-89.60732,2.6073227
13,697.0,44.9740451,-93.26001490000002,1.4249041,25,walking,ACW,3,-87.0,-88.56374,1.5637436
13,698.0,44.9740568,-93.2600049,1.4235699,26,walking,ACW,3,-87.0,-87.60857,0.6085663
13,699.0,44.9740684,-93.2599946,1.4235907,27,walking,ACW,3,-92.0,-86.81311,-5.1868896
13,700.0,44.9740804,-93.2599847,1.4215801,27,walking,ACW,3,-90.0,-89.22333,-0.77667236
13,701.0,44.97409329999999,-93.259977,1.4111947,25,walking,ACW,3,-92.0,-88.66107,-3.3389282
13,702.0,44.9741065,-93.2599712,1.4015328,22,walking,ACW,3,-94.0,-92.6894,-1.3106003
13,703.0,44.9741193,-93.2599647,1.4000098,21,walking,ACW,3,-90.0,-93.17929,3.1792908
13,704.0,44.9741316,-93.2599564,1.4002516,22,walking,ACW,3,-90.0,-91.47059,1.4705887
13,705.0,44.97414379999999,-93.2599477,1.3987098999999998,24,walking,ACW,3,-90.0,-90.15366,0.15366364
13,706.0,44.9741556,-93.2599391,1.3955154,26,walking,ACW,3,-88.0,-89.221375,1.2213745
13,707.0,44.9741675,-93.2599306,1.3942133,26,walking,ACW,3,-91.0,-87.787125,-3.2128754
13,708.0,44.9741795,-93.2599212,1.394207,27,walking,ACW,3,-97.0,-88.958725,-8.041275
13,709.0,44.9741914,-93.2599104,1.3932478,29,walking,ACW,3,-94.0,-96.78884,2.7888412
13,710.0,44.9742026,-93.259899,1.3919678,29,walking,ACW,3,-94.0,-94.38739,0.38739014
13,711.0,44.9742119,-93.2598875,1.3422625,31,walking,ACW,3,-92.0,-94.79025,2.7902527
13,712.0,44.9742204,-93.2598753,1.312974,33,walking,ACW,3,-92.0,-92.4427,0.44270325
13,713.0,44.9742302,-93.2598623,1.3451862,33,walking,ACW,3,-92.0,-92.56345,0.5634537
13,714.0,44.974241,-93.2598503,1.3738155,30,walking,ACW,3,-90.0,-90.966225,0.9662247
13,715.0,44.9742519,-93.2598395,1.3798418,30,walking,ACW,3,-98.0,-89.878174,-8.121826
13,716.0,44.974264,-93.2598309,1.3791845,27,walking,ACW,3,-101.0,-95.52256,-5.47744
13,717.0,44.9742769,-93.2598234,1.3770301,23,walking,ACW,3,-101.0,-103.82848,2.8284836
13,718.0,44.97429,-93.2598154,1.3834149,22,walking,ACW,3,-101.0,-102.22211,1.2221069
13,719.0,44.974303000000006,-93.2598061,1.3899766000000002,23,walking,ACW,3,-101.0,-99.40474,-1.5952606
13,720.0,44.9743157,-93.2597968,1.3899711,23,walking,ACW,3,-140.0,-100.81307,-39.186928
13,721.0,44.9743274,-93.2597858,1.3949047,24,walking,ACW,3,-140.0,-141.31482,1.3148193
13,722.0,44.974338200000005,-93.259773,1.4119754,27,walking,ACW,3,-140.0,-133.2352,-6.764801
13,723.0,44.97434929999999,-93.2597599,1.4153596000000002,29,walking,ACW,3,-140.0,-119.8331,-20.1669
13,724.0,44.9743611,-93.2597467,1.4153986,30,walking,ACW,3,-140.0,-137.2872,-2.712799
13,725.0,44.9743722,-93.2597337,1.3970546999999998,31,walking,ACW,3,-140.0,-140.02293,0.02293396
13,726.0,44.974383200000005,-93.2597211,1.3712162,32,walking,ACW,3,-140.0,-128.95097,-11.0490265
13,727.0,44.9743945,-93.2597096,1.3690426000000002,32,walking,ACW,3,-140.0,-137.85832,-2.1416779
13,728.0,44.9744058,-93.2596989,1.3642992,30,walking,ACW,3,-140.0,-139.30876,-0.6912384
13,729.0,44.97441729999999,-93.2596886,1.3672663,30,walking,ACW,3,-140.0,-137.28787,-2.7121277
13,730.0,44.9744287,-93.2596778,1.371545,30,walking,ACW,3,-140.0,-137.41139,-2.5886078
13,731.0,44.9744399,-93.259666,1.377297,31,walking,ACW,3,-140.0,-137.42288,-2.577118
13,732.0,44.9744512,-93.2596541,1.3876246,31,walking,ACW,3,-140.0,-137.42992,-2.5700836
13,733.0,44.9744623,-93.259642,1.3896377,32,walking,ACW,3,-140.0,-137.4346,-2.5653992
13,734.0,44.9744725,-93.2596291,1.3902526000000002,34,walking,ACW,3,-140.0,-137.46692,-2.533081
13,735.0,44.974481,-93.2596166,1.3912127,34,walking,ACW,3,-140.0,-137.49675,-2.5032501
13,736.0,44.974491,-93.2596038,1.3904772,34,walking,ACW,3,-140.0,-137.49954,-2.5004578
13,737.0,44.9745006,-93.259591,1.3837087,34,walking,ACW,3,-140.0,-137.52771,-2.47229
13,738.0,44.9745106,-93.2595817,1.3420718,30,walking,ACW,3,-140.0,-137.55296,-2.4470367
13,739.0,44.9745203,-93.2595757,1.2745875,25,walking,ACW,3,-140.0,-137.56723,-2.4327698
13,740.0,44.9745305,-93.2595697,1.2671088,23,walking,ACW,3,-140.0,-137.60574,-2.3942566
13,741.0,44.9745416,-93.2595618,1.31536,24,walking,ACW,3,-140.0,-137.6961,-2.303894
13,742.0,44.9745519,-93.2595526,1.3329511,26,walking,ACW,3,-140.0,-137.7246,-2.275406
13,743.0,44.97455715,-93.2595479,1.3364113000000002,26,walking,ACW,3,-140.0,-137.63263,-2.3673706
13,744.0,44.97456735,-93.25953855,1.32533185,27,walking,ACW,3,-140.0,-137.58919,-2.4108124
13,745.0,44.9745763,-93.2595298,1.2820071000000002,27,walking,ACW,3,-140.0,-137.62569,-2.3743134
13,746.0,44.97458415,-93.25952265,1.2921437,27,walking,ACW,3,-140.0,-137.64655,-2.3534546
13,747.0,44.9745978,-93.2595102,1.3062607,27,walking,ACW,3,-140.0,-137.7256,-2.2743988
13,748.0,44.9746094,-93.2594994,1.3129825000000002,28,walking,ACW,3,-140.0,-137.79333,-2.206665
13,749.0,44.97462065,-93.25948855,1.31012595,29,walking,ACW,3,-140.0,-137.77374,-2.2262573
13,750.0,44.97463155,-93.2594783,1.29564655,29,walking,ACW,3,-140.0,-137.74527,-2.2547302
13,751.0,44.9746428,-93.25946945,1.28667395,29,walking,ACW,3,-140.0,-137.7262,-2.2738037
13,752.0,44.97465510000001,-93.25946245,1.2890633,27,walking,ACW,7,-140.0,-137.74632,-2.2536774
13,753.0,44.97466855,-93.2594573,1.29197085,26,walking,ACW,7,-140.0,-136.23904,-3.7609558
13,754.0,44.97468245,-93.2594533,1.2900107,27,walking,ACW,7,-92.0,-135.17479,43.17479
13,755.0,44.9746968,-93.2594492,1.2885018999999998,29,walking,ACW,7,-92.0,-86.997116,-5.002884
13,756.0,44.97470515,-93.2594448,1.2898465,30,walking,ACW,7,-89.0,-85.07261,-3.927391
13,757.0,44.9747192,-93.2594368,1.2926337,32,walking,ACW,7,-89.0,-85.23796,-3.7620392
13,758.0,44.97473055,-93.2594298,1.295185,31,walking,ACW,7,-90.0,-84.51012,-5.4898834
13,759.0,44.97474155,-93.2594228,1.2939245,31,walking,ACW,7,-90.0,-89.97679,-0.023208618
13,760.0,44.9747521,-93.2594153,1.28859815,31,walking,ACW,7,-90.0,-84.52497,-5.475029
13,761.0,44.97476265,-93.25940775,1.27863405,30,walking,ACW,7,-92.0,-91.184944,-0.81505585
13,762.0,44.9747735,-93.2594007,1.2652615,28,walking,ACW,10,-140.0,-100.2709,-39.729103
13,763.0,44.9747843,-93.25939365,1.2582058,28,walking,ACW,10,-92.0,-132.52237,40.52237
13,764.0,44.97479455,-93.2593863,1.25602085,27,walking,ACW,10,-89.0,-88.56741,-0.43258667
13,765.0,44.9748055,-93.2593781,1.2502698,27,walking,ACW,10,-89.0,-87.99569,-1.0043106
13,766.0,44.9748105,-93.2593721,1.1923284,29,walking,ACW,10,-89.0,-87.620766,-1.3792343
13,767.0,44.974819200000006,-93.2593609,1.11894895,32,walking,ACW,10,-89.0,-89.91643,0.9164276
13,768.0,44.9748271,-93.2593504,1.1158662,34,walking,ACW,10,-89.0,-91.3545,2.3544998
13,769.0,44.97483545,-93.25934125,1.0884006000000002,34,walking,ACW,10,-87.0,-92.78478,5.7847824
13,770.0,44.9748434,-93.259334,0.9907737,35,walking,ACW,10,-87.0,-86.55612,-0.44387817
13,771.0,44.9748514,-93.2593257,0.94477858,38,walking,ACW,10,-87.0,-85.96034,-1.0396576
13,772.0,44.97486005,-93.2593155,0.964368405,41,walking,ACW,10,-85.0,-89.31894,4.318939
13,773.0,44.974868,-93.25930490000002,0.967187945,46,walking,ACW,10,-85.0,-89.39366,4.3936615
13,774.0,44.97487395,-93.25929375,0.966774285,54,walking,ACW,10,-83.0,-90.94081,7.940811
13,775.0,44.974878,-93.2592832,0.980102765,60,walking,ACW,10,-83.0,-89.28874,6.288742
13,776.0,44.97488515,-93.25927435,0.990133125,58,walking,ACW,10,-87.0,-90.18478,3.1847763
13,777.0,44.9748956,-93.25926765,0.955098775,51,walking,ACW,10,-83.0,-90.901344,7.9013443
13,778.0,44.9749055,-93.25926145,0.93351715,47,walking,ACW,10,-83.0,-87.13759,4.1375885
13,779.0,44.97491675,-93.2592541,0.98539145,43,walking,ACW,10,-85.0,-90.52423,5.524231
13,780.0,44.97492895,-93.2592469,1.03657595,39,walking,ACW,10,-85.0,-90.12462,5.1246185
13,781.0,44.97493985,-93.2592392,1.0437465,39,walking,ACW,10,-85.0,-87.20349,2.2034912
13,782.0,44.9749498,-93.259231,1.0201356,41,walking,ACW,10,-85.0,-90.88845,5.8884506
13,783.0,44.97496,-93.25922345,1.0007046999999998,39,walking,ACW,10,-85.0,-87.63108,2.6310806
13,784.0,44.97497015,-93.25921585,1.0020263,37,walking,ACW,10,-86.0,-88.50746,2.5074615
13,785.0,44.97497985,-93.2592074,0.9983759,37,walking,ACW,10,-86.0,-91.576096,5.5760956
13,786.0,44.97498785,-93.25919775,0.9528214,41,walking,ACW,10,-82.0,-88.18234,6.1823425
13,787.0,44.974993700000006,-93.2591867,0.92629005,48,walking,ACW,10,-82.0,-87.458855,5.4588547
13,788.0,44.97499945,-93.2591759,0.947137565,50,walking,ACW,10,-80.0,-88.91201,8.91201
13,789.0,44.97500705,-93.25916805,0.952695965,46,walking,ACW,10,-80.0,-86.440155,6.440155
13,790.0,44.97501655,-93.25916325,0.94652435,39,walking,ACW,10,-80.0,-86.09586,6.0958633
13,791.0,44.9750266,-93.25915965,0.94254288,33,walking,ACW,10,-80.0,-85.787186,5.7871857
13,792.0,44.97503595,-93.2591555,0.953475655,31,walking,ACW,10,-80.0,-84.469734,4.469734
13,793.0,44.9750445,-93.259151,0.983224025,32,walking,ACW,10,-85.0,-85.94117,0.94116974
13,794.0,44.97505220000001,-93.25914915,0.94309773,33,walking,ACW,10,-84.0,-87.68699,3.6869888
13,795.0,44.97505855,-93.259151,0.81126618,33,walking,ACW,10,-84.0,-85.2892,1.2891998
13,796.0,44.9750647,-93.2591532,0.74301332,34,walking,ACW,10,-84.0,-87.01447,3.014473
13,797.0,44.975071500000006,-93.25915205,0.75796577,37,walking,ACW,10,-80.0,-87.422005,7.4220047
13,798.0,44.9750784,-93.25914895,0.77248225,42,walking,ACW,10,-80.0,-85.07078,5.070778
13,799.0,44.9750846,-93.2591465,0.76050015,45,walking,ACW,10,-81.0,-86.01031,5.0103073
13,800.0,44.97508995,-93.2591448,0.74317075,47,walking,ACW,10,-81.0,-82.943924,1.943924
14,211.0,44.97618189999999,-93.2613512,9.234816,119,driving,CW,19,-140.0,-128.4501,-11.549896
14,212.0,44.9761413,-93.2612532,8.743589,119,driving,CW,19,-140.0,-129.39345,-10.606552
14,213.0,44.9761035,-93.26116,8.300282000000001,119,driving,CW,19,-89.0,-134.04195,45.041946
14,214.0,44.9760679,-93.2610708,8.050225,119,driving,CW,19,-89.0,-89.07529,0.075286865
14,215.0,44.9760323,-93.2609842,7.810148700000001,119,driving,CW,19,-92.0,-90.696205,-1.3037949
14,216.0,44.975997,-93.2608991,7.720062700000001,119,driving,CW,19,-90.0,-99.03028,9.030281
14,217.0,44.9759624,-93.2608153,7.849943,120,driving,CW,19,-90.0,-88.59535,-1.4046478
14,218.0,44.9759258,-93.26073,7.909978999999999,121,driving,CW,19,-92.0,-90.36334,-1.6366577
14,219.0,44.9758885,-93.2606433,8.069930000000001,121,driving,CW,19,-84.0,-143.07753,59.07753
14,220.0,44.9758502,-93.26055490000002,8.489838,120,driving,CW,19,-140.0,-92.158905,-47.841095
14,221.0,44.975811,-93.2604604,9.049793,120,driving,CW,19,-140.0,-146.84297,6.842972
14,222.0,44.9757686,-93.2603594,9.229955,120,driving,CW,19,-92.0,-123.17305,31.17305
14,223.0,44.9757251,-93.2602583,9.180016,120,driving,CW,19,-86.0,-85.51443,-0.48557281
14,224.0,44.975682,-93.2601589,9.030057,121,driving,CW,19,-86.0,-87.869934,1.8699341
14,225.0,44.9756381,-93.2600642,8.570117999999999,123,driving,CW,14,-140.0,-98.40641,-41.59359
14,226.0,44.9755947,-93.259978,7.810192,125,driving,CW,14,-89.0,-144.63663,55.636627
14,227.0,44.9755533,-93.2599011,7.192375999999999,126,driving,CW,14,-89.0,-81.40727,-7.5927277
14,228.0,44.9755157,-93.2598313,6.560194,125,driving,CW,14,-94.0,-98.72188,4.721878
14,229.0,44.9754841,-93.2597667,5.8402057,122,driving,CW,14,-97.0,-111.30921,14.309212
14,230.0,44.9754584,-93.259708,5.162846,120,driving,CW,14,-97.0,-102.75902,5.759018
14,231.0,44.9754353,-93.25965490000002,4.702248,120,driving,CW,14,-110.0,-125.15556,15.155563
14,232.0,44.9754145,-93.2596078,4.240325,119,driving,CW,14,-115.0,-146.28036,31.280365
14,233.0,44.9753958,-93.2595654,3.7004092000000006,120,driving,CW,14,-140.0,-138.43697,-1.563034
14,234.0,44.975378000000006,-93.2595291,3.371605,120,driving,CW,14,-92.0,-120.209984,28.209984
14,235.0,44.9753624,-93.2594957,3.0900753,119,driving,CW,14,-89.0,-115.49916,26.49916
14,236.0,44.9753489,-93.2594653,2.4925752,120,driving,CW,14,-89.0,-92.44308,3.443077
14,237.0,44.9753383,-93.2594421,1.7930258999999995,120,driving,CW,14,-89.0,-88.44998,-0.5500183
14,238.0,44.9753314,-93.2594263,1.1925939,120,driving,CW,14,-89.0,-101.08356,12.083557
14,239.0,44.9753276,-93.259418,0.40022498,120,driving,CW,14,-89.0,-102.534935,13.534935
14,240.0,44.9753276,-93.259417,0.40011042,120,driving,CW,14,-89.0,-94.806046,5.8060455
14,241.0,44.9753284,-93.2594182,0.10890695,112,driving,CW,14,-89.0,-95.123795,6.1237946
14,242.0,44.9753295,-93.2594203,0.077385604,312,driving,CW,14,-89.0,-97.5576,8.557602
14,243.0,44.9753299,-93.2594212,0.08363195,306,driving,CW,14,-89.0,-95.680016,6.6800156
14,244.0,44.97533,-93.2594215,0.046904355,304,driving,CW,14,-89.0,-98.589775,9.589775
14,245.0,44.97533,-93.2594214,0.01785167,302,driving,CW,14,-89.0,-102.07356,13.073563
14,246.0,44.9753299,-93.2594214,0.0036508015,297,driving,CW,14,-89.0,-103.06856,14.068558
14,247.0,44.9753299,-93.2594213,0.0010079688,137,driving,CW,14,-89.0,-98.650444,9.650444
14,248.0,44.9753299,-93.2594213,0.0015000992999999,127,driving,CW,14,-89.0,-98.96068,9.960678
14,249.0,44.9753299,-93.2594213,0.0009216588,125,driving,CW,14,-89.0,-97.37891,8.378906
14,250.0,44.9753299,-93.2594213,0.0003797776,123,driving,CW,14,-92.0,-94.553276,2.553276
15,640.0,44.9762558,-93.2616631,1.3958277,124,walking,CW,16,-86.0,-95.27039,9.270393
15,641.0,44.97624415,-93.26164165,1.3968945,125,walking,CW,16,-92.0,-89.55951,-2.4404907
15,642.0,44.9762419,-93.2616376,1.3948936,126,walking,CW,16,-92.0,-92.08884,0.08883667
15,643.0,44.9762329,-93.2616225,1.3846259,129,walking,CW,16,-87.0,-90.70333,3.703331
15,644.0,44.97622175,-93.2616029,1.3835024,130,walking,CW,16,-95.0,-91.347,-3.6529999
15,645.0,44.9762125,-93.261585,1.3875185,129,walking,CW,16,-85.0,-93.81258,8.812576
15,646.0,44.9762098,-93.2615788,1.3917111999999998,129,walking,CW,16,-97.0,-88.67459,-8.325409
15,647.0,44.9761951,-93.2615465,1.4128561000000002,129,walking,CW,16,-94.0,-94.850105,0.8501053
15,648.0,44.9761851,-93.26152475,1.4212251,128,walking,CW,16,-97.0,-95.0775,-1.9225006
15,649.0,44.97617655,-93.2615054,1.41628465,128,walking,CW,16,-97.0,-97.51794,0.5179367
15,650.0,44.97617460000001,-93.2615005,1.4132146,128,walking,CW,16,-97.0,-96.580666,-0.4193344
15,651.0,44.9761645,-93.26147955,1.40753045,128,walking,CW,16,-94.0,-95.548706,1.548706
15,652.0,44.97615665,-93.2614632,1.40433545,129,walking,CW,16,-101.0,-92.72533,-8.274673
15,653.0,44.9761493,-93.2614475,1.40078365,128,walking,CW,16,-105.0,-98.77121,-6.2287903
15,654.0,44.9761477,-93.2614436,1.3999355,128,walking,CW,16,-102.0,-103.770546,1.770546
15,655.0,44.9761413,-93.2614281,1.3998338,128,walking,CW,16,-102.0,-107.53829,5.538292
15,656.0,44.9761336,-93.2614091,1.3873036,128,walking,CW,16,-100.0,-107.865555,7.865555
15,657.0,44.97612705,-93.26139265,1.3857768,127,walking,CW,16,-140.0,-105.25488,-34.745117
15,658.0,44.9761256,-93.2613883,1.3859814,127,walking,CW,16,-140.0,-139.1661,-0.8338928
15,659.0,44.9761167,-93.2613665,1.38268205,127,walking,CW,16,-95.0,-105.502304,10.502304
15,660.0,44.9761094,-93.26135015,1.37538775,127,walking,CW,16,-91.0,-93.79703,2.7970276
15,661.0,44.97610375,-93.261338,1.3758985,127,walking,CW,16,-91.0,-96.609436,5.609436
15,662.0,44.9760999,-93.2613299,1.3774011999999998,128,walking,CW,16,-86.0,-91.48588,5.485878
15,663.0,44.97609055,-93.2613094,1.37744125,128,walking,CW,16,-86.0,-86.7331,0.7331009
15,664.0,44.9760821,-93.2612931,1.3697798,128,walking,CW,16,-92.0,-86.442245,-5.5577545
15,665.0,44.97607545,-93.2612813,1.3694728,128,walking,CW,16,-87.0,-88.740685,1.7406845
15,666.0,44.9760658,-93.2612575,1.3844194,128,walking,CW,16,-94.0,-86.48575,-7.5142517
15,667.0,44.97605765,-93.2612289,1.40312955,127,walking,CW,16,-87.0,-97.12379,10.123787
15,668.0,44.97604825,-93.26120305,1.4094126,126,walking,CW,16,-87.0,-88.03995,1.0399475
15,669.0,44.97604155,-93.26118705,1.40897285,126,walking,CW,16,-87.0,-89.387344,2.3873444
15,670.0,44.9760352,-93.261173,1.40408925,126,walking,CW,16,-90.0,-85.86961,-4.1303864
15,671.0,44.9760274,-93.26115685,1.3911801,125,walking,CW,16,-90.0,-89.384346,-0.615654
15,672.0,44.97602005,-93.26114265,1.38136215,125,walking,CW,16,-90.0,-88.58427,-1.4157333
15,673.0,44.97601829999999,-93.2611395,1.378611,126,walking,CW,16,-87.0,-90.259544,3.2595444
15,674.0,44.97600905,-93.26112335,1.3676525,126,walking,CW,16,-89.0,-87.75349,-1.2465134
15,675.0,44.976003600000006,-93.26111425,1.36212205,126,walking,CW,16,-86.0,-89.10071,3.100708
15,676.0,44.975995700000006,-93.2610851,1.37239855,126,walking,CW,16,-94.0,-86.24015,-7.7598495
15,677.0,44.9759944,-93.2610761,1.378366,126,walking,CW,16,-89.0,-93.18862,4.1886215
15,678.0,44.97598715,-93.26104795,1.37615275,125,walking,CW,16,-84.0,-88.05797,4.057968
15,679.0,44.9759818,-93.2610332,1.3743949,124,walking,CW,16,-89.0,-86.70729,-2.2927094
15,680.0,44.97597305,-93.2610105,1.3736723,124,walking,CW,16,-84.0,-87.20052,3.2005234
15,681.0,44.9759713,-93.2610062,1.3734745000000002,124,walking,CW,16,-84.0,-84.713905,0.71390533
15,682.0,44.97596179999999,-93.2609863,1.37056945,123,walking,CW,16,-87.0,-85.67354,-1.3264618
15,683.0,44.97595405,-93.26097085,1.36970025,123,walking,CW,16,-87.0,-86.45342,-0.54657745
15,684.0,44.97594835,-93.26095975,1.3687326000000002,124,walking,CW,16,-90.0,-86.201065,-3.798935
15,685.0,44.9759411,-93.2609455,1.36748545,124,walking,CW,16,-90.0,-90.70267,0.70266724
15,686.0,44.9759362,-93.26093155,1.3718743,124,walking,CW,16,-82.0,-90.15011,8.150108
15,687.0,44.97593055,-93.26090245,1.3883359,123,walking,CW,16,-89.0,-84.08498,-4.915024
15,688.0,44.9759263,-93.2608821,1.3964979,122,walking,CW,16,-92.0,-87.57252,-4.4274826
15,689.0,44.9759233,-93.2608699,1.400066,122,walking,CW,16,-83.0,-89.79097,6.79097
15,690.0,44.97591535,-93.26084515,1.4013635,121,walking,CW,16,-83.0,-84.47808,1.4780807
15,691.0,44.97590855,-93.26082735,1.4006968000000002,121,walking,CW,16,-83.0,-83.968346,0.96834564
15,692.0,44.9759031,-93.26081535,1.3987245,121,walking,CW,16,-83.0,-84.85751,1.8575134
15,693.0,44.9758956,-93.2608013,1.3921437,122,walking,CW,16,-87.0,-84.51301,-2.486992
15,694.0,44.97589,-93.26079085,1.3862816999999998,122,walking,CW,16,-87.0,-86.68191,-0.31809235
15,695.0,44.97588225,-93.26077745,1.3822449,123,walking,CW,16,-87.0,-85.93803,-1.0619736
15,696.0,44.9758791,-93.26075935,1.3832796,123,walking,CW,16,-83.0,-88.47173,5.471733
